id,created_at,username,text
958524437703340033,2018-01-31 02:16:49,ananavarro,"Trump tells the people affected by natural disasters, specifically Puerto Rico, “We love you. We are with you”. Tomorrow, FEMA officially shuts-off operations in Puerto Rico. https://t.co/xAhVZLpjwV"
958489233332801537,2018-01-30 23:56:55,KamalaHarris,"It was a windy day in Washington, but that's because change is coming with Denea Joseph — a recent UCLA graduate, an aspiring attorney, and one of 700,000 DACA recipients at risk if Congress fails to act. Tonight, she’s my guest for #SOTU. https://t.co/OdK6IzAQQG"
958527821206388736,2018-01-31 02:30:15,thebradfordfile,America: Hillary Clinton will not be at the podium tonight. The winner--has it. #SOTU #ThanksTrump 🇺🇸
958540277811068928,2018-01-31 03:19:45,jojofreakp,Which is the bigger problem but hey their complexion does wonders. They may have but they will never be called terr… https://t.co/xWlcgAEXji
958535179253026816,2018-01-31 02:59:30,TaxWallStParty,"#SOTU - Trump says he will send more ICE agents, Will #Dreamers be deported in Boxcars or Cattle Cars? Monstrous policy;"
958523429166174208,2018-01-31 02:12:48,JoyAnnReid,"Trump mentions the devastating hurricanes. Today, FEMA announced it is cutting off food and other aid to Puerto Rico. #SOTU"
958523622607478784,2018-01-31 02:13:34,FoxNews,".@POTUS: ""We have seen the beauty of America's soul, and the steel in America's spine. Each test has forged new American heroes to remind us who we are, and show us what we can be."" #SOTU https://t.co/FQTP8oYkNd https://t.co/qsFzC4Tg8k"
958523078757281792,2018-01-31 02:11:25,chris_rahlf,My name is Chris Rahlf. I’m running for #Wisconsin’s Assembly District 60 and this is my #StateOfTheDream https://t.co/EINllu4a3A #SOTU #SOTUprotest #PeoplesSOTUResponse https://t.co/OrOgGOs3ib
958520940970872833,2018-01-31 02:02:55,TheNickGaseor,"Linda McMahon is very courageous to be there tonight, days after her husband and son were stunned by Stone Cold Steve Austin. #SOTU"
958520324206641152,2018-01-31 02:00:28,FoxNews,Watch: President Donald Trump delivers his first State of the Union address. #SOTU https://t.co/unBWtslZsQ
958525269677150208,2018-01-31 02:20:07,KamalaHarris,"Any way you square it, the drop in Black unemployment was a trend that started under President Obama. President Trump is just along for the ride. However, we can do better — the Black unemployment rate is still approximately double that of white unemployment. #SOTU"
958436013893935107,2018-01-30 20:25:27,FLOTUS,"I will be joined tonight by an honorable group of Americans. Sitting with me are heroes who have served our nation in times of need, families who have suffered at the hands of evil, and citizens who have embraced the American dream. #SOTU"
958523549190447105,2018-01-31 02:13:17,jessforcongress,Our nation is stronger when we extend the promise of freedom &amp; justice to all. They will try to divide us. But my daughter &amp; I will keep fighting for an America that is truly for all of us. #StateOfTheDream #SOTU https://t.co/4fMboKF9Ja
958526685418344448,2018-01-31 02:25:45,thecjpearson,The disdain that Democrats have for middle-class hardworking Americans is appalling - refusing to stand in applause for tax reform legislation that keeps more money in the pockets of the American people and brought about bonuses for more than 2 million Americans. #SOTU #MAGA
958523387479056386,2018-01-31 02:12:38,nckmllx,He’s doing the audible breathing thing from the debates again. #SOTU
958528186496749568,2018-01-31 02:31:42,NancyPelosi,"Face the facts, @realDonaldTrump – your #GOPTaxScam is great news for the rich, but your CEO friends are leaving the Middle Class behind. #SOTU https://t.co/LSdBKw2h4M"
958534132778246144,2018-01-31 02:55:20,KatieHill4CA,I cannot believe what Donald Trump just did to those parents. I am disgusted. #SOTU
958527776239341569,2018-01-31 02:30:05,sarahkendzior,"Do you remember when Trump played a successful businessman on TV while making shady shakedown deals in real life? Tonight he is playing a successful president on TV after a year of mass corruption, chaos, and hate rhetoric. Don't mistake reality TV for reality. #SOTU"
958539812084043779,2018-01-31 03:17:54,tcapotesashes,"#sotu Trump ""We no longer tell our enemies our plans. Except when I tell our enemies our plans. But when I do it. it's OK. I'll just blame my Generals. Again."" https://t.co/yetKpkLmS2"
958533922291441664,2018-01-31 02:54:30,FoxNews,".@POTUS: ""My duty, and the sacred duty of every elected official in this chamber, is to defend Americans... because Americans are dreamers too."" #SOTU https://t.co/0aMoAWcAZG https://t.co/9Fjswf9EJF"
958533588328370176,2018-01-31 02:53:10,michellemalkin,Thank you @realDonaldTrump for standing up for American citizens &amp; American workers harmed by open borders. #sotu https://t.co/WPJvA8yyQU
958522696442286080,2018-01-31 02:09:53,TheGOPTreason,"#FakeNews &amp; #Lies from the #SOTU do yourself a favor, #BoycottSOTU https://t.co/Slu4Zu09o1"
958542055969624064,2018-01-31 03:26:49,HRC,#SOTU lacks mention of: -Civil rights -Human rights -LGBTQ people -Women's rights -Disability rights
958527070753103872,2018-01-31 02:27:16,FrankLuntz,"Trump's language on tax reform is right-on. #SOTU Focusing on people earning $55,000-$75,000 is smart. And he's being specific – $4,000 per family IS a lot of money."
958520216429957121,2018-01-31 02:00:02,realDonaldTrump,Join me live for the #SOTU https://t.co/0SLktWxfHi
958532696069820416,2018-01-31 02:49:38,mike_Zollo,Trump announces black unemployment is literally the lowest its ever been in 40 years and black democrats stay seated refusing to even clap. Disgusting. Fools. #SOTU https://t.co/lchZXwGIVJ
958527542486552578,2018-01-31 02:29:09,BudgetHawks,Pres. Trump claimed in #SOTU that the recent tax cuts were the largest in history. https://t.co/HooGMAsiv7
958524489133944834,2018-01-31 02:17:01,KyleKulinski,It's very healthy that children were slaughtered we have mass shootings regularly and multiple congresspeople have been shot but we can't even get a basic background check bill passed. #SOTU #StateOfOurUnion
958533055240601600,2018-01-31 02:51:03,aclarkhistory,Q6: What are you thoughts on @POTUS plan to refrom prisons and give prisoners who have served time a second chance? #OHgovchat #SOTU
958541744659927040,2018-01-31 03:25:35,ScottPresler,The thing North Korea fears the most is the Truth. #SOTU #StateOfOurUnion
958530784566087681,2018-01-31 02:42:02,youngdems,.@realDonaldTrump is literally taking credit for the auto recovery that saved an industry. He should be thanking @BarackObama. #SOTU #ThanksObama https://t.co/KxM4NHzfpJ
958536212561752064,2018-01-31 03:03:36,wilsonee,When #libtards are losing the argument they call a Trump a racist or Hitler or Mussolini. #SOTU https://t.co/OO7MHEp1TB
958527880555847682,2018-01-31 02:30:29,NRA,"So many amazing American's in attendance tonight, there is one that we would like to point out. NRA life member Stephen Willeford who is a guest of @RepCuellar #2A #Hero #SOTU 🇺🇸 🇺🇸 🇺🇸 https://t.co/rQogstiyrS"
958540297419546624,2018-01-31 03:19:50,PressSec,".@POTUS: ""Past experience has taught us that complacency and concessions only invite aggression and provocation. I will not repeat the mistakes of past administrations that got us into this very dangerous position."" #SOTU"
958459057957941248,2018-01-30 21:57:01,JohnFugelsang,Fired Yates Fired Comey. Tried to fire Mueller. Tried to fire Sessions. Forced out McCabe. Trying to oust Rosenstein. Y'know. Like an innocent guy. #SOTU
958526112203726853,2018-01-31 02:23:28,Millie__Weaver,"Biggest Tax cuts and reforms thanks to President Trump If he's ""Not Your President"" you're welcome to go pay the previous tax rates 😉 #SOTU"
958539016177111040,2018-01-31 03:14:44,DanOBGYN,I can’t believe Trump brought two black families to the #SOTU just to make them cry. This man is sick. #Impeach
958533583722835968,2018-01-31 02:53:09,eugenegu,Immigrants aren't the problem in this country. Racists are. #SOTU
958525338824380417,2018-01-31 02:20:23,KatiePavlich,The Congressional Black Caucus just refused to clap when Trump talks about the African-American unemployment being the lowest in history... #SOTU
958503272284852225,2018-01-31 00:52:42,openingprint,Safely in the USDA bunker with the NASS corn yield formulas. https://t.co/opfvgbFfNP
958543974532198407,2018-01-31 03:34:27,Liz_Wheeler,What Democrats didn't applaud for: - low black unemployment - bonuses for employees - 2.4 million jobs created - American flag - In God we Trust - National anthem - fully secured border - merit based immigration - Fighting opioid abuse - Jerusalem as capital of Israel #SOTU
958544054836490240,2018-01-31 03:34:46,bbschrei,"Once again we are reminded of what we are up against, and it is ugly and immoral. We are fighting hate, racism, greed. There is no compromise and this is a struggle that is too important for us to lose. We need to organize and vote. #SOTU"
958548708261617664,2018-01-31 03:53:15,leedsgarcia,"Turns out most Dreamers speak English cuz wait for it......they’ve lived here for 2 decades! But appreciate the gesture, Rep. Kennedy. #SOTU"
958454812533776386,2018-01-30 21:40:09,funder,RT if you pledge to join the #SOTUBLACKOUT &amp; agree to not watch the #SOTU live. #StateOfTheDream
958530870083768320,2018-01-31 02:42:22,chandlerUSA,"""If there is a mountain, we climb it. If there is a frontier, we cross it. If there is a challenge, we tame it. If there is an opportunity, we seize it. So let's begin tonight by recognizing that the state of our union is strong because our people are strong."" -@POTUS #SOTU"
958543639482912768,2018-01-31 03:33:07,DonaldJTrumpJr,Nailed it!!! #sotu #sotu2018
958537976421715970,2018-01-31 03:10:37,FoxNews,".@POTUS: ""We will continue our fight until ISIS is defeated."" #SOTU https://t.co/0aMoAWcAZG https://t.co/bkEPiQmNPg"
958526923193413633,2018-01-31 02:26:41,LFS1776,#ArrestTheTraitors #DACAisCACA #Qanon @POTUS #SOTU https://t.co/uiE2WSHBcA
958523889142943745,2018-01-31 02:14:38,AmyMek,"Thank you Ashlee Leppert! As an aviation electronics technician in the United States Coast Guard, Ashlee rescued dozens of Americans during the devastating hurricane season, including lifting a woman and four children to safety in a basket. #StateofOurUnion #SOTU https://t.co/ygcKKCjIDe"
958540694167068672,2018-01-31 03:21:24,MarkDice,"MSNBC host complaining that Trump supports Church, family, and police at #StateOfTheUnion https://t.co/G6s0vxqoVP"
958529297957912576,2018-01-31 02:36:07,Diandra_loux,We need to screenshot the people eagerly applauding him so we can vote them all out. Kinda like a vision board. #SOTU
958487055373426688,2018-01-30 23:48:16,Harlan,"There are 5, yes *FIVE* Democratic Responses to President @realDonaldTrump’s #SOTU... The Democratic Party is so splintered. No leadership. No message."
958531142856134658,2018-01-31 02:43:27,becafarmer,Can we please stop clapping in to the microphone? #SOTU time
958541196049240064,2018-01-31 03:23:24,KyleKulinski,Cynically exploiting a man's death for regime change propaganda is as low as it gets. #SOTU #StateOfOurUnion
958523797883248642,2018-01-31 02:14:16,B75434425,#SOTU Working live stream https://t.co/5twm2diX42
958547116808331264,2018-01-31 03:46:56,SabrinaSiddiqui,"In #SOTU rebuttal, Joe Kennedy speaks of “that nagging, sinking feeling, no matter your political beliefs: this is not right. This is not who we are."""
958529174284546048,2018-01-31 02:35:38,RealSaavedra,"TRUMP: ""Since its passage, my Administration has already removed more than 1,500 VA employees who failed to give our veterans the care they deserve -- and we are hiring talented people who love our vets as much as we do."" #SOTU"
958524609510494209,2018-01-31 02:17:30,WhiteHouse,"""Tonight, I call upon all of us to set aside our differences, to seek out common ground, and to summon the unity we need to deliver for the people we were elected to serve."" #SOTU"
958535109627514881,2018-01-31 02:59:13,dbongino,Every Trump 2020 campaign sign should read “Americans are dreamers too.” #MAGA #SOTU
958529385459568641,2018-01-31 02:36:28,FoxNews,".@POTUS: ""I call on the Congress to empower every Cabinet Secretary with the authority to reward good workers - and to remove Federal employees who undermine the public trust or fail the American people."" #SOTU https://t.co/FQTP8oYkNd https://t.co/fQ4VulRhxY"
958536093401604097,2018-01-31 03:03:08,funder,“Donald Trump sexually assaulted over 20 women” is being projected on to Trump’s DC Hotel #StateOfTheDream #TrumpSexProbe #SOTU https://t.co/nxO2XSIv0P
958537519016144896,2018-01-31 03:08:47,ASlavitt,Trump talks opioid addiction treatment in #SOTU. But he has done nothing last year except attempt to rob from treatments.
958501238206861312,2018-01-31 00:44:37,ananavarro,"This is sad, worrisome and disgraceful. https://t.co/xAhVZLpjwV"
958516589904703489,2018-01-31 01:45:38,NYMag,All the lawmakers skipping tonight's #SOTU address https://t.co/IwALWsr3KT
958528023128690689,2018-01-31 02:31:03,Hoosiers1986,#SOTU I truly believe this man is Saving our Nation! God Bless &amp; protect @realDonaldTrump! 🙏🇺🇸 https://t.co/0CkAuaWwWE
958521147510976513,2018-01-31 02:03:44,kari728,Sorry @nbc but I'm gonna have to watch #SOTU on a different channel. @megynkelly is such a turnoff.
958531773859811330,2018-01-31 02:45:58,jojoh888,"Cheers, we can't stop winning 😎🇺🇸 ""America has finally turned the page on decades of unfair trade deals. The Era of economic surrender is over"" #SOTU #StateOfTheUnion #SOTU2018 #StateOfTheUnionAddress https://t.co/OJ0xi5Fhvu"
958544889251233792,2018-01-31 03:38:05,kek_lw,BREAKING: colored people can’t be patriotic https://t.co/9sQXKcw41s
958535704887418883,2018-01-31 03:01:35,DewsNewz,Trump 4 Pillars of New Immigration Policy 1.Dreamer Path 2. Border Wall and ending Catch and Release 3. Ending Visa Lottery Add a merit based system 4. Ending Chain Migration spouses and minor children #MAGA #SOTU https://t.co/0mMU5QdmOC https://t.co/yNuSfIhZst
958548125626626048,2018-01-31 03:50:56,HeatherDThomas1,Democrats failing at optics... Who thought it was a good idea to put a Kennedy in front of a car??? #SOTU
958531572654837760,2018-01-31 02:45:10,LeahR77,Bad night for Dems ... Patriotism Jobs Tax Relief Historically Low Unemployment Energy Independence Judges That Follow Our Laws Strong Military Fair &amp; Reciprocal Trade #SOTU
958539129976958976,2018-01-31 03:15:12,ddale8,"""Hundreds"" of terrorists is false, an exaggeration. Here are the real numbers: https://t.co/uGu2XF0ODK"
958538474369507328,2018-01-31 03:12:35,lifeisgood1616,Someone with dementia could not have this performance. #SOTU #next
958528509067935745,2018-01-31 02:32:59,jordie_ray,LOOK AT THE DEMOCRATS. Literal TURDS. YOU CANT MAKE THIS UP #SOTU
958539351071363072,2018-01-31 03:16:04,ericbolling,Gitmo remains open to terrorist “enemy combatants “. @realDonaldTrump #sotu
958518961053806592,2018-01-31 01:55:03,RepJoeKennedy,It is a privilege to be delivering tonight’s response to the #SOTU. Tune in on Facebook after the speech to watch my #SOTUResponse: https://t.co/kB9dqy3oao
958525556752109568,2018-01-31 02:21:15,ericbolling,"What? No Dems standing for “African American unemployment at an all time low”, @realDonaldTrump #sotu"
958520067419000832,2018-01-31 01:59:27,WebsterGTarpley,#TWSP #SOTU-#Trump wants to hog credit for small wage increases announced by a very few companies-But these were obtained by #SEIU #FightForFifteen minimum wage campaign-#Walmart had to offer $11/hr in #California due to 50cent state min wage hike-Similar story in 18 states!
958532032510025728,2018-01-31 02:46:59,danceforlife731,Oh my god stop motioning for the left to stand. They will when they agree with you. 🙄 #SOTU
958541382519525378,2018-01-31 03:24:09,Trumpfan1995,"When you see Democrats not clapping at all, and seething with irrational anger against @POTUS, it says two things: They lost. We won. 😎 #MAGA #SOTU"
958545209763102721,2018-01-31 03:39:21,ExpatsForTrump,So touching! A symbol of why American idealism remains at the forefront of liberty &amp; freedom. https://t.co/6J6OPBk9Zy
958529907402842113,2018-01-31 02:38:33,6autham,Me throughout this entire #SOTU https://t.co/QAiNXcf2bL
958537127599382529,2018-01-31 03:07:14,jwhit189,I'm with Bern on this one. #stateoftheunion https://t.co/4UjUaKBzrE
958536456385024002,2018-01-31 03:04:34,FAIRImmigration,The President's proposal is missing two key things: an end to sanctuary cities and mandating E-Verify #SOTU
958521709505650688,2018-01-31 02:05:58,Persistance007,#SOTU. Our President looks awesome tonight!
958543273244667910,2018-01-31 03:31:39,FoxNews,".@POTUS: ""Thank you, and God bless America. Good night."" #SOTU https://t.co/0aMoAWcAZG https://t.co/bMB2rzUBJG"
958527846607085568,2018-01-31 02:30:21,trumpspackage,I’ll take credit for giving the military credit . #SOTU
958535532858003456,2018-01-31 03:00:54,ACLU,"""Chain migration"" is an anti-immigrant slur. ""Family reunification"" is how many immigrants have arrived in this country. #SOTU"
958530530600824837,2018-01-31 02:41:01,YoungDems4Trump,"The Democrats didn’t clap for our veterans, they didn’t clap for lowering taxes, they didn’t clap for our firefighters, they didn’t clap for our police they didn’t even clap for that little boy who put flags on veteran graves... What total and utter scumbags. VOTE THEM OUT! #SOTU"
958533304956981248,2018-01-31 02:52:03,OnionPolitics,Trump: 'Let's Make These People Relive Their Trauma For 5 Seconds Of Applause' #SOTU
958536706101268481,2018-01-31 03:05:34,ericbolling,Opioids now. Paying close attention. I’ll be lending a hand to the White House on this front. #opioidcris @realDonaldTrump Bipartisan standing ovation. Thank you all. #sotu
958540706032779264,2018-01-31 03:21:27,asthehosptuRNs,In North Korea tonight. #SOTU https://t.co/VV7dyhkrFF
958526792163348480,2018-01-31 02:26:10,CraigRozniecki,"Trump just now: ""$4,000 is a lot of money."" Trump then: ""My daddy gave me a very small loan of $1 million."" Conclusion: According to Trump, 1,000,000 &lt; 4,000. #SOTU #Math"
958523512888659973,2018-01-31 02:13:08,kristimyers72,"Ah, those were the days... #SOTU2018 https://t.co/ceFFjERG5C"
958535060625469440,2018-01-31 02:59:01,SiddonsDan,“We have spent billions of dollars over decades helping other countries secure their own borders...It’s high time we did it in our country.”~@KellyannePolls #SOTU https://t.co/c7kMcPS9cO
958532759638638593,2018-01-31 02:49:53,dbongino,Did Democrats just seriously boo the parents of a murdered child? This is a sick group of people. #SOTU
958528177260974081,2018-01-31 02:31:40,nowthisnews,President Trump called veterans 'heroes who deserve our unwavering support.' Why then did he try to cut $460 million in aid for homeless veterans? #SOTU https://t.co/AA9elSzLIc
958549018606411777,2018-01-31 03:54:29,coolemiller,Joe Kennadys response to the SOTU is better than Donald Trumps actual SOTU #SOTU
958547677070987264,2018-01-31 03:49:09,ThomasMHern,"Nothing says ""diversity and opportunity for all"" like someone from one of the most privileged families in US history. I thought the Democrats learned their lesson about political dynasties. #SOTU https://t.co/19tLlgsH10"
958521349991030784,2018-01-31 02:04:32,JoshuaAssaraf,מוכן לשלם 1000 דולר לראות כעת הפרצוף של אובמה עת טראמפ נואם #SOTU
958533305711972352,2018-01-31 02:52:03,naureenshah,"Mr. President, Please stop pitting US citizens against people who are immigrants or who are fleeing violence. We ALL deserve safety. We are united by our humanity. We are all citizens of this world. #SOTU"
958540642979758081,2018-01-31 03:21:12,realVapingTrump,@fakedansavage @realDonaldTrump is warming up his button #SOTU
958529670269538304,2018-01-31 02:37:36,algore,There is no war on American energy. America should lead on clean energy! Smart leaders are tapping into this unprecedented opportunity. Doesn’t @RealDonaldTrump know that US solar jobs are growing 17X the average job growth? #SOTU
958532779616210944,2018-01-31 02:49:57,IngrahamAngle,Q: What died? A: The Democrats’ respect for tradition. #SOTU https://t.co/0J7uHI6n8P
958539327662952453,2018-01-31 03:15:59,RyanAFournier,President Trump is asking Secretary Mattis to keep open Guantanamo Bay. #SOTU
958543606444302339,2018-01-31 03:32:59,TomiLahren,Now we will hear the Democrats tell us: illegals come before Americans. Borders aren't meant to protect anything. Who cares about low unemployment. Trump is mean. #SOTU
958527759453585408,2018-01-31 02:30:01,artyvanguard,Anyone else’s hands hurt from clapping?!? USA! USA! USA! #SOTU
958544411658477568,2018-01-31 03:36:11,NitaLowey,My response to @POTUS's #SOTU: https://t.co/Ql7M3u9F7E https://t.co/8EF8TciY8U
958525639027404800,2018-01-31 02:21:35,larryelder,"Don't you hate it, Trump haters? After a year of relentless media battering, accusations of racism/sexism/xenophobia and charges of ""collusion,"" the man still stands. Tall. #SOTU"
958538331414872064,2018-01-31 03:12:01,SBasilPrescott,Make America WASP Again #SOTU #StateofOURUnion
958503471942127616,2018-01-31 00:53:30,repjoecrowley,"I'm so inspired by Romer, my guest for tonight's #SOTU address. He’s a #DREAMer from #NY14 studying at @JohnJayCollege! https://t.co/hElGNbLLNp https://t.co/xmu4Rf9Kcu"
958528970319912961,2018-01-31 02:34:49,HuffPost,"Why yes, President Trump does keep applauding himself (or is he applauding the crowd applauding him? 🤔) #SOTU https://t.co/dEoUIud6aM"
958541859722215425,2018-01-31 03:26:02,HeyItsGoLdY,Trump said many amputations?? But the guy only lost half a leg?!? #SomebodyTeachTrumpSomeMath #SOTU
958526224770445314,2018-01-31 02:23:55,Kyle_Lierman,Every time Trump cites good economic numbers in the #SOTU we should all say a collective #ThanksObama!!! #StateOfTheUnion
958531066884739073,2018-01-31 02:43:09,INDems,"The hundreds of Hoosiers who lost jobs at Carrier and Rexnord are finding it difficult to celebrate record stock market highs. You broke your promise to them, Mr. President. #INDems #SotU"
958547685182763009,2018-01-31 03:49:11,greyrobedsr,"Only one thing #JoeKennedy needs to say in #SOTUResponse ""Someone tell capital police to escort that squatter out o… https://t.co/0orapH9yka"
958544333245788161,2018-01-31 03:35:52,indymynoritee,A Grand Slam!! https://t.co/7DlRfDDz5a
958507332488572935,2018-01-31 01:08:50,VP,Karen and I are on our way to the Capitol for @POTUS’ 1st #SOTU address. The Trump Administration’s HISTORIC accomplishments from year one and our policies moving forward are building a STRONGER AMERICA for ALL AMERICANS. Watch the speech here: https://t.co/KCVCsZQgkc
958548333357948929,2018-01-31 03:51:46,GayPatriot,LIVE SHOT OF REP. KENNEDY #SOTU https://t.co/kDjfAry0az
958527481245552641,2018-01-31 02:28:54,EggFooooYoung,@Talkmaster https://t.co/rl2eFAFbL6
958529718109716483,2018-01-31 02:37:48,my2bits4u,We are now an exporter of energy to the world Thanks Obama #sotu live
958534979369259008,2018-01-31 02:58:42,CosechaMovement,By using the grief of a families loss to push another form of violence: separating families — is hurtful to all communities. This type of criminalization and scapegoating of 11 million people denies immigrants autonomy and humanity. #SOTU
958542805407813633,2018-01-31 03:29:48,ilana_solomon1,"Americans may ""Push the bounds of science and discovery"" but President Trump and Congress have been #SideliningScience from day one. See a round-up of these attacks on science at https://t.co/ajzzsZxnac. #SOTU"
958524792449241088,2018-01-31 02:18:13,tkinder,Schumer and Pelosi look like they are sucking on lemons 🍋 #SOTU
958541162066927617,2018-01-31 03:23:16,WhiteHouse,"""Finally, we are joined by one more witness to the ominous nature of this regime. His name is Mr. Ji Seong-ho."" #SOTU https://t.co/vOggvMKUdD"
958538493088747520,2018-01-31 03:12:40,jtoufas,Medal of VALOR. Job WELL DONE. Thank you sir. #SOTU
